,movieId,rating,title,genres,num ratings
2412,2497,2.8598812095032398,Message in a Bottle (1999),Romance,1852
2413,2498,2.3260115606936416,My Favorite Martian (1999),Comedy|Sci-Fi,865
2414,2499,3.4518229166666665,God Said 'Ha!' (1998),Comedy,384
2415,2500,2.6474045053868758,Jawbreaker (1999),Comedy,1021
2416,2501,3.885063702900515,October Sky (1999),Drama,7378
2417,2502,3.9853896103896105,Office Space (1999),Comedy|Crime,20328
2418,2503,3.7,"Apple, The (Sib) (1998)",Drama,115
2419,2504,2.91422193877551,200 Cigarettes (1999),Comedy|Drama,1568
2420,2505,2.9629312454122827,8MM (1999),Drama|Mystery|Thriller,4087
2421,2506,3.1376757957068837,"Other Sister, The (1999)",Comedy|Drama|Romance,1351
2422,2507,2.6153846153846154,Breakfast of Champions (1999),Comedy|Sci-Fi,455
2423,2508,2.2083333333333335,"Breaks, The (1999)",Comedy,12
2424,2509,2.9161490683229814,Eight Days a Week (1997),Comedy,161
2425,2510,2.4652777777777777,Just the Ticket (1999),Comedy|Romance,72
2426,2511,3.8489065606361827,"Long Goodbye, The (1973)",Crime|Film-Noir,1006
2427,2512,3.5647058823529414,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,170
2428,2513,2.964625445897741,Pet Sematary (1989),Horror,3364
2429,2514,2.1166500498504486,Pet Sematary II (1992),Comedy|Horror,1003
2430,2515,1.8318485523385302,Children of the Corn II: The Final Sacrifice (1993),Horror,449
2431,2516,1.7173366834170853,Children of the Corn III (1994),Horror,398
2432,2517,3.0279048490393414,Christine (1983),Horror,2186
2433,2518,3.331316553727009,Night Shift (1982),Comedy,2066
2434,2519,3.253503184713376,House on Haunted Hill (1959),Drama|Horror|Thriller,785
2435,2520,3.040639573617588,Airport (1970),Drama,1501
2436,2521,2.5344827586206895,Airport 1975 (1974),Action|Drama|Thriller,667
2437,2522,2.4338118022328548,Airport '77 (1977),Drama,627
2438,2523,2.6443514644351462,Rollercoaster (1977),Drama|Thriller,239
2439,2524,2.9934077079107504,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,1972
2440,2525,2.31348167539267,Alligator (1980),Action|Horror|Sci-Fi,764
2441,2526,2.416393442622951,Meteor (1979),Sci-Fi,610
2442,2527,3.4298582752822484,Westworld (1973),Action|Sci-Fi|Thriller|Western,4163
2443,2528,3.440443213296399,Logan's Run (1976),Action|Adventure|Sci-Fi,5054
2444,2529,3.620414108014486,Planet of the Apes (1968),Action|Drama|Sci-Fi,12702
2445,2530,2.891958762886598,Beneath the Planet of the Apes (1970),Action|Sci-Fi,2425
2446,2531,2.7690802348336594,Battle for the Planet of the Apes (1973),Action|Sci-Fi,2044
2447,2532,2.808473736372646,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,2018
2448,2533,3.0200233849751537,Escape from the Planet of the Apes (1971),Action|Sci-Fi,3421
2449,2534,2.247191011235955,Avalanche (1978),Action,89
2450,2535,2.6866096866096867,Earthquake (1974),Action|Drama|Thriller,702
2451,2536,1.9983818770226538,"Concorde: Airport '79, The (1979)",Drama,309
2452,2537,1.9700704225352113,Beyond the Poseidon Adventure (1979),Adventure,284
2453,2538,3.5795454545454546,Dancemaker (1998),Documentary,44
2454,2539,3.2342023862129916,Analyze This (1999),Comedy,9052
2455,2540,2.98689138576779,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,1068
2456,2541,3.2697268143979366,Cruel Intentions (1999),Drama,8529
2457,2542,3.988678629690049,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,15325
2458,2543,2.795918367346939,Six Ways to Sunday (1997),Comedy,49
2459,2544,3.2142857142857144,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,126
2460,2545,3.2635658914728682,Relax... It's Just Sex (1998),Comedy,129
2461,2546,2.9864341085271318,"Deep End of the Ocean, The (1999)",Drama,1032
2462,2547,2.7777777777777777,Harvest (1998),Drama,9
2463,2548,2.2139364303178484,"Rage: Carrie 2, The (1999)",Horror,818
2464,2549,2.1645924082140633,Wing Commander (1999),Action|Sci-Fi,1607
2465,2550,3.6133246244284782,"Haunting, The (1963)",Horror|Thriller,1531
2466,2551,3.500840336134454,Dead Ringers (1988),Drama|Horror|Thriller,1785
2467,2552,2.310763888888889,My Boyfriend's Back (1993),Comedy,288
2468,2553,3.406927921623513,Village of the Damned (1960),Horror|Sci-Fi|Thriller,1429
2469,2554,3.183201058201058,Children of the Damned (1963),Horror|Sci-Fi|Thriller,756
2470,2555,1.7030021443888492,Baby Geniuses (1999),Comedy,1399
2471,2556,1.9456521739130435,Telling You (1998),Comedy|Drama|Romance,46
2472,2557,3.775943396226415,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,212
2473,2558,2.725703009373458,Forces of Nature (1999),Comedy|Romance,2027
2474,2559,2.587912087912088,"King and I, The (1999)",Animation|Children,364
2475,2560,3.235101506221349,Ravenous (1999),Horror|Thriller,1527
2476,2561,3.0987599645704162,True Crime (1999),Crime|Thriller,1129
2477,2562,3.33974358974359,Bandits (1997),Drama,234
2478,2563,3.653672316384181,Dangerous Beauty (1998),Drama,885
2479,2564,2.6052631578947367,"Empty Mirror, The (1996)",Drama,19
2480,2565,3.7714707461084274,"King and I, The (1956)",Drama|Musical|Romance,3726
2481,2566,2.2635379061371843,Doug's 1st Movie (1999),Animation|Children,277
2482,2567,3.049578328648096,EDtv (1999),Comedy,3913
2483,2568,2.1484268125854995,"Mod Squad, The (1999)",Action|Crime,1462
2484,2569,2.8461538461538463,Among Giants (1998),Comedy|Drama|Romance,52
2485,2570,3.6444300518134716,"Walk on the Moon, A (1999)",Drama|Romance,772
2486,2571,4.187185880702848,"Matrix, The (1999)",Action|Sci-Fi|Thriller,51334
2487,2572,3.473908550762077,10 Things I Hate About You (1999),Comedy|Romance,11613
2488,2573,3.3207547169811322,Tango (1998),Drama|Musical,318
2489,2574,2.628144119646499,"Out-of-Towners, The (1999)",Comedy,1471
2490,2575,3.934402332361516,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,1372
2491,2576,2.671875,"Love, etc. (1996)",Drama,32
2492,2577,3.242616033755274,Metroland (1997),Comedy|Drama,237
2493,2578,3.03125,"Sticky Fingers of Time, The (1997)",Sci-Fi,96
2494,2579,3.8268199233716476,Following (1998),Crime|Mystery|Thriller,1305
2495,2580,3.6965747018938506,Go (1999),Comedy|Crime,8554
2496,2581,3.0569987563907697,Never Been Kissed (1999),Comedy|Romance,7237
2497,2582,3.0676190476190475,Twin Dragons (Shuang long hui) (1992),Action|Comedy,525
2498,2583,3.6214761660686827,Cookie's Fortune (1999),Comedy|Drama,1951
2499,2584,2.1,Foolish (1999),Comedy,20
2500,2585,3.821608040201005,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,597
2501,2586,2.675595238095238,Goodbye Lover (1999),Comedy|Crime|Thriller,168
2502,2587,2.925364758698092,Life (1999),Comedy|Crime|Drama,891
2503,2588,2.6666666666666665,Cloudland (1998),Animation,15
2504,2589,2.7698863636363638,Friends & Lovers (1999),Comedy|Drama|Romance,352
2505,2590,3.1846026490066226,Hideous Kinky (1998),Drama,604
2506,2591,3.0,Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),Comedy|Drama|Romance,31
2507,2592,2.90625,"Joyriders, The (1999)",Drama,32
2508,2593,3.574404761904762,"Monster, The (Mostro, Il) (1994)",Comedy,504
2509,2594,3.8867961934972244,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,2522
2510,2595,2.5833333333333335,Photographer (Fotoamator) (1998),Documentary,18
2511,2596,3.616018457481872,SLC Punk! (1998),Comedy|Drama,1517
2512,2597,2.521604938271605,Lost & Found (1999),Comedy|Romance,486
2513,2598,3.008695652173913,Pushing Tin (1999),Comedy,3910
2514,2599,3.7890738586798487,Election (1999),Comedy,13756
2515,2600,3.3334277085692716,eXistenZ (1999),Action|Sci-Fi|Thriller,5298
2516,2601,2.7,"Little Bit of Soul, A (1998)",Comedy,15
2517,2602,2.740740740740741,Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang) (1977),Action|Adventure|Horror|Sci-Fi,54
2518,2603,3.015625,Nô (1998),Drama,32
2519,2604,3.2413793103448274,Let it Come Down: The Life of Paul Bowles (1998),Documentary,29
2520,2605,3.1436235064618385,Entrapment (1999),Crime|Thriller,8202
2521,2606,2.7593085106382977,Idle Hands (1999),Comedy|Horror,1880
2522,2607,3.8107438016528925,Get Real (1998),Drama|Romance,605
2523,2608,3.0,Heaven (1998),Thriller,49
2524,2609,3.935318275154004,"King of Masks, The (Bian Lian) (1996)",Drama,487
2525,2610,3.830788804071247,Three Seasons (1999),Drama,393
2526,2611,3.847879282218597,"Winslow Boy, The (1999)",Drama,1226
2527,2612,3.951949229374433,Mildred Pierce (1945),Drama|Film-Noir,1103
2528,2613,3.0395732966276667,Night of the Comet (1984),Comedy|Horror|Sci-Fi,1453
2529,2614,1.9574829931972788,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,294
2530,2615,2.9360687022900764,My Science Project (1985),Adventure|Sci-Fi,1048
2531,2616,2.725175526579739,Dick Tracy (1990),Action|Crime,5982
2532,2617,3.1668754847562797,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,16761
2533,2618,3.837314662273476,"Castle, The (1997)",Comedy,1214
2534,2619,2.1363636363636362,Mascara (1999),Drama,11
2535,2620,3.576923076923077,This Is My Father (1998),Drama|Romance,234
2536,2621,3.5893719806763285,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama,414
2537,2622,3.2935172413793103,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,3625
2538,2623,2.3846153846153846,Trippin' (1999),Comedy,39
2539,2624,3.9645669291338583,After Life (Wandafuru raifu) (1998),Drama|Fantasy,762
2540,2625,2.9544025157232703,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,636
2541,2626,3.628731343283582,Edge of Seventeen (1998),Comedy|Drama|Romance,268
2542,2627,3.577272727272727,Endurance (1999),Documentary|Drama,110
2543,2628,3.0809832961385,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,29574
2544,2629,2.700902934537246,"Love Letter, The (1999)",Comedy|Romance,886
2545,2630,3.528947368421053,Besieged (a.k.a. L' Assedio) (1998),Drama,380
2546,2631,1.6805555555555556,Frogs for Snakes (1998),Comedy|Film-Noir|Thriller,36
2547,2632,3.63953488372093,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,129
2548,2633,3.349155503785673,"Mummy, The (1932)",Horror|Romance,1717
2549,2634,3.103448275862069,"Mummy, The (1959)",Horror,638
2550,2635,3.0511363636363638,"Mummy's Curse, The (1944)",Horror,176
2551,2636,2.6013513513513513,"Mummy's Ghost, The (1944)",Horror,74
2552,2637,2.7071005917159763,"Mummy's Hand, The (1940)",Horror,169
2553,2638,2.7275280898876404,"Mummy's Tomb, The (1942)",Horror,178
2554,2639,3.146887966804979,Mommie Dearest (1981),Drama,1205
2555,2640,3.39800516932865,Superman (1978),Action|Adventure|Sci-Fi,15089
2556,2641,3.1084695393759287,Superman II (1980),Action|Sci-Fi,8076
2557,2642,2.423746373808537,Superman III (1983),Action|Adventure|Sci-Fi,4826
2558,2643,2.000894988066826,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,3352
2559,2644,3.741080038572806,Dracula (1931),Horror,2074
2560,2646,2.891304347826087,House of Dracula (1945),Horror,207
2561,2647,3.125461254612546,House of Frankenstein (1944),Horror,271
2562,2648,3.859565605474561,Frankenstein (1931),Drama|Horror|Sci-Fi,3361
2563,2649,3.2361878453038675,Son of Frankenstein (1939),Horror,362
2564,2650,2.754491017964072,"Ghost of Frankenstein, The (1942)",Horror,167
2565,2651,3.074390243902439,Frankenstein Meets the Wolf Man (1943),Horror,410
2566,2652,3.1348547717842323,"Curse of Frankenstein, The (1957)",Horror,241
2567,2653,2.7767857142857144,Son of Dracula (1943),Horror,224
2568,2654,3.595346197502838,"Wolf Man, The (1941)",Drama|Fantasy|Horror,881
2569,2655,1.7142857142857142,Howling II: Your Sister Is a Werewolf (1985),Horror,287
2570,2656,2.773480662983425,Tarantula (1955),Horror|Sci-Fi,362
2571,2657,3.329587598279187,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,13482
2572,2658,2.872093023255814,"Flying Saucer, The (1950)",Sci-Fi,43
2573,2659,3.2326923076923078,It Came from Hollywood (1982),Comedy|Documentary,260
2574,2660,3.699410609037328,"Thing from Another World, The (1951)",Horror|Sci-Fi,1018
2575,2661,3.22,It Came from Outer Space (1953),Sci-Fi,525
2576,2662,3.611974311166356,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,4827
2577,2663,3.0286343612334803,It Came from Beneath the Sea (1955),Sci-Fi,227
2578,2664,3.7720809995691513,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,4642
2579,2665,3.1565934065934065,Earth vs. the Flying Saucers (1956),Sci-Fi,364
2580,2666,2.8564814814814814,It Conquered the World (1956),Sci-Fi,108
2581,2667,2.6300448430493275,"Mole People, The (1956)",Horror|Sci-Fi,223
2582,2668,2.559876118375774,Swamp Thing (1982),Horror|Sci-Fi,1453
2583,2669,3.542944785276074,Pork Chop Hill (1959),War,489
2584,2670,3.9016079632465543,Run Silent Run Deep (1958),War,1306
2585,2671,3.453924372418176,Notting Hill (1999),Comedy|Romance,12588
2586,2672,3.275923566878981,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,3925
2587,2673,3.2731481481481484,Eternity and a Day (Mia aoniotita kai mia mera) (1998),Drama,108
2588,2674,2.7900552486187844,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,181
2589,2675,3.2934782608695654,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The) (1998)",Comedy|Drama|Romance,92
2590,2676,3.127789046653144,Instinct (1999),Drama|Thriller,1972
2591,2677,3.953637391632115,Buena Vista Social Club (1999),Documentary|Musical,2653
2592,2678,2.9947916666666665,Desert Blue (1999),Comedy,192
2593,2679,2.701923076923077,Finding North (1998),Comedy|Drama|Romance,52
2594,2680,2.8076923076923075,Floating (1997),Drama,26
2595,2681,3.3628318584070795,Free Enterprise (1998),Comedy|Romance|Sci-Fi,452
2596,2682,3.803896103896104,Limbo (1999),Drama,770
2597,2683,3.2111273376333616,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,24651
2598,2684,2.7241379310344827,Promise Her Anything (1999),Comedy|Drama,29
2599,2685,3.227272727272727,"Red Dwarf, The (Nain rouge, Le) (1998)",Comedy|Drama,55
2600,2686,3.9060678779568048,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,5834
2601,2687,3.4638425746413337,Tarzan (1999),Adventure|Animation|Children|Drama,5158
2602,2688,3.0739289446186,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,5742
2603,2689,3.210526315789474,Get Bruce (1999),Documentary,228
2604,2690,3.7532534246575344,"Ideal Husband, An (1999)",Comedy|Romance,2920
2605,2691,3.5980066445182723,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,602
2606,2692,4.025309765693817,Run Lola Run (Lola rennt) (1998),Action|Crime,17029
2607,2693,3.6534246575342464,Trekkies (1997),Documentary,1825
2608,2694,3.1176667784109955,Big Daddy (1999),Comedy,8949
2609,2695,3.0,"Boys, The (1998)",Drama,104
2610,2696,3.8099068585944114,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,1181
2611,2697,3.6211340206185567,My Son the Fanatic (1997),Comedy|Drama|Romance,388
2612,2698,2.347826086956522,Zone 39 (1997),Sci-Fi,23
2613,2699,2.7871051492860235,Arachnophobia (1990),Comedy|Horror,13866
2614,2700,3.626388808934431,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,17371
2615,2701,2.292716071752129,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,11038
2616,2702,3.083729781160799,Summer of Sam (1999),Drama,3153
2617,2703,3.03125,Broken Vessels (1998),Drama,32
2618,2704,3.43859649122807,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",Drama|Romance,456
2619,2705,3.273913043478261,"Late August, Early September (Fin août, début septembre) (1998)",Drama,115
2620,2706,3.331509377279945,American Pie (1999),Comedy|Romance,23301
2621,2707,3.452353027415335,Arlington Road (1999),Thriller,6821
2622,2708,3.7045454545454546,"Autumn Tale, An (Conte d'automne) (1998)",Romance,528
2623,2709,3.107142857142857,Muppets From Space (1999),Children|Comedy,1834
2624,2710,2.884072000418607,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,19111
2625,2711,3.51980198019802,My Life So Far (1999),Drama,303
2626,2712,3.2101607937050973,Eyes Wide Shut (1999),Drama|Mystery|Thriller,14615
2627,2713,2.518572955638696,Lake Placid (1999),Horror|Thriller,3742
2628,2714,3.1843910806174955,"Wood, The (1999)",Drama,583
2629,2715,2.316793893129771,"Velocity of Gary, The (1998)",Comedy|Romance,131
2630,2716,3.7472686430005786,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,29381
2631,2717,2.980009902215621,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,8079
2632,2718,3.173140223831468,Drop Dead Gorgeous (1999),Comedy,3038
2633,2719,2.4459054949754115,"Haunting, The (1999)",Horror|Thriller,4677
2634,2720,2.127891863789966,Inspector Gadget (1999),Action|Adventure|Children|Comedy,3847
2635,2721,3.60625,Trick (1999),Comedy|Romance,640
2636,2722,2.683222958057395,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,7248
2637,2723,3.048488894283287,Mystery Men (1999),Action|Comedy|Fantasy,8239
2638,2724,2.8577031498958205,Runaway Bride (1999),Comedy|Romance,8159
2639,2725,3.5712187958883996,Twin Falls Idaho (1999),Drama,681
2640,2726,4.0964285714285715,"Killing, The (1956)",Crime|Film-Noir,2100
2641,2727,3.3746397694524495,Killer's Kiss (1955),Crime|Film-Noir,347
2642,2728,3.8569597791798107,Spartacus (1960),Action|Drama|Romance|War,5072
2643,2729,3.8363006923837784,Lolita (1962),Drama|Romance,3033
2644,2730,3.7919204222492895,Barry Lyndon (1975),Drama|Romance|War,2463
2645,2731,4.136267976148719,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,2851
2646,2732,3.9863372093023255,Jules and Jim (Jules et Jim) (1961),Drama|Romance,1720
2647,2733,2.399665551839465,Vibes (1988),Adventure|Comedy|Romance,299
2648,2734,3.310110294117647,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,2720
2649,2735,2.8651511237406355,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,3871
2650,2736,3.4457789979409745,Brighton Beach Memoirs (1986),Comedy,1457
2651,2737,2.4764150943396226,Assassination (1987),Action|Drama|Thriller,106
2652,2738,3.386100386100386,Crimes of the Heart (1986),Comedy|Drama,518
2653,2739,3.7388609414301115,"Color Purple, The (1985)",Drama,5566
2654,2740,2.3666666666666667,"Kindred, The (1986)",Horror|Sci-Fi,75
2655,2741,2.8785488958990535,No Mercy (1986),Action|Crime|Thriller,317
2656,2742,2.6444444444444444,Ménage (Tenue de soirée) (1986),Comedy|Drama,45
2657,2743,3.327956989247312,Native Son (1986),Drama,93
2658,2744,3.5327868852459017,Otello (1986),Drama,244
2659,2745,3.8117521367521365,"Mission, The (1986)",Drama,2340
2660,2746,3.285971007547622,Little Shop of Horrors (1986),Comedy|Horror|Musical,8347
2661,2747,3.2349418206707736,"Little Shop of Horrors, The (1960)",Comedy|Horror,2922
2662,2748,2.216016859852476,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,949
2663,2749,3.159536541889483,"Morning After, The (1986)",Drama|Mystery,561
2664,2750,3.703370786516854,Radio Days (1987),Comedy|Drama,2225
2665,2751,3.003021148036254,From the Hip (1987),Comedy|Drama,331
2666,2752,2.9033742331288344,Outrageous Fortune (1987),Comedy|Mystery,978
2667,2753,3.1921875,"Bedroom Window, The (1987)",Thriller,320
2668,2754,1.9710144927536233,Deadtime Stories (1987),Horror,69
2669,2755,2.5511363636363638,Light of Day (1987),Drama,176
2670,2756,2.926190476190476,Wanted: Dead or Alive (1987),Action,210
2671,2757,3.680573663624511,Frances (1982),Drama,767
2672,2758,2.96875,Plenty (1985),Drama,208
2673,2759,3.2769419174247725,Dick (1999),Comedy,2858
2674,2760,3.3,"Gambler, The (Játékos, A) (1997)",Drama,45
2675,2761,3.8480432972522896,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,8407
2676,2762,4.0549989750948034,"Sixth Sense, The (1999)",Drama|Horror|Mystery,39028
2677,2763,3.500757639531947,"Thomas Crown Affair, The (1999)",Action|Mystery,11879
2678,2764,3.5410707737440412,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,2727
2679,2765,3.2215447154471546,"Acid House, The (1998)",Comedy|Drama,246
2680,2766,3.2537037037037035,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,270
2681,2767,2.980769230769231,Illuminata (1998),Comedy,260
2682,2768,2.939189189189189,Stiff Upper Lips (1998),Comedy,74
2683,2769,3.1299559471365637,"Yards, The (2000)",Crime|Drama,681
2684,2770,3.0795489810696184,Bowfinger (1999),Comedy,9667
2685,2771,2.9795468848332285,Brokedown Palace (1999),Drama,1589
2686,2772,3.126002004008016,Detroit Rock City (1999),Comedy,1996
2687,2773,3.010869565217391,Alice and Martin (Alice et Martin) (1998),Drama,92
2688,2774,3.3321114369501466,Better Than Chocolate (1999),Comedy|Romance,682
2689,2775,3.151898734177215,Head On (1998),Drama,158
2690,2776,3.512295081967213,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",Documentary,122
2691,2777,2.24025974025974,Cobra (1925),Drama,77
2692,2778,2.488888888888889,Never Talk to Strangers (1995),Crime|Drama|Romance|Thriller,180
2693,2779,3.552665799739922,Heaven Can Wait (1978),Comedy,2307
2694,2780,3.216743119266055,"Raven, The (1963)",Comedy|Horror,436
2695,2781,3.1246418338108883,"Tingler, The (1959)",Horror,349
2696,2782,3.384266263237519,"Pit and the Pendulum, The (1961)",Horror,661
2697,2783,3.0575221238938055,"Tomb of Ligeia, The (1965)",Horror,113
2698,2784,3.3579175704989153,"Masque of the Red Death, The (1964)",Horror,461
2699,2785,3.0789473684210527,Tales of Terror (1962),Horror,114
2700,2786,2.5157894736842104,Haunted Honeymoon (1986),Comedy,380
2701,2787,2.958955223880597,Cat's Eye (1985),Horror,1072
2702,2788,3.9890818431911965,Monty Python's And Now for Something Completely Different (1971),Comedy,5816
2703,2789,2.8848249027237354,Damien: Omen II (1978),Horror,1285
2704,2790,2.635767790262172,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,534
2705,2791,3.798261422665112,Airplane! (1980),Comedy,18866
2706,2792,3.0458683473389354,Airplane II: The Sequel (1982),Comedy,4284
2707,2793,2.646033929390188,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,2181
2708,2794,2.9450204209864905,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,3183
2709,2795,3.7866587557213087,National Lampoon's Vacation (1983),Comedy,5899
2710,2796,2.904850746268657,Funny Farm (1988),Comedy,1340
2711,2797,3.6222188044704193,Big (1988),Comedy|Drama|Fantasy|Romance,19506
2712,2798,2.058132706987669,Problem Child (1990),Children|Comedy,1703
2713,2799,1.76,Problem Child 2 (1991),Comedy,1125
2714,2800,3.0853658536585367,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,287
2715,2801,3.3898007033997657,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,853
2716,2802,3.0134211810639338,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,2049
2717,2803,3.3086078639744954,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,4705
2718,2804,4.030887583114272,"Christmas Story, A (1983)",Children|Comedy,12934
2719,2805,2.8394805761676123,Mickey Blue Eyes (1999),Comedy|Romance,4582
2720,2806,2.4508386350491613,Teaching Mrs. Tingle (1999),Comedy|Thriller,1729
2721,2807,1.7911954765751212,Universal Soldier: The Return (1999),Action|Sci-Fi,1238
2722,2808,2.5543665436654366,Universal Soldier (1992),Action|Sci-Fi,4065
2723,2809,2.531716417910448,Love Stinks (1999),Comedy,268
2724,2810,3.7959272097053725,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,1154
2725,2811,2.8529411764705883,With Friends Like These... (1998),Comedy,34
2726,2812,3.0064102564102564,In Too Deep (1999),Action|Thriller,312
2727,2813,3.24609375,"Source, The (1999)",Documentary,128
2728,2814,2.5952380952380953,"Bat, The (1959)",Horror,84
2729,2815,2.578992558672009,Iron Eagle (1986),Action|War,1747
2730,2816,1.839139344262295,Iron Eagle II (1988),Action|War,976
2731,2817,1.677685950413223,Aces: Iron Eagle III (1992),Action,726
2732,2818,1.5925925925925926,Iron Eagle IV (1995),Action|War,459
2733,2819,3.969186046511628,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,3440
2734,2820,3.625748502994012,Hamlet (1964),Drama,334
2735,2821,2.9285714285714284,Male and Female (1919),Adventure|Drama,28
2736,2822,3.004478398314015,Medicine Man (1992),Adventure|Romance,1898
2737,2823,2.817073170731707,"Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Adventure|Drama,41
2738,2824,3.5864661654135337,On the Ropes (1999),Documentary|Drama,133
2739,2825,2.9310344827586206,Rosie (1998),Drama,58
2740,2826,3.1065792992778816,"13th Warrior, The (1999)",Action|Adventure|Fantasy,7478
2741,2827,2.464030003409478,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,2933
2742,2828,2.0010548523206753,Dudley Do-Right (1999),Children|Comedy,948
2743,2829,2.790281329923274,"Muse, The (1999)",Comedy,1564
2744,2830,3.4592592592592593,Cabaret Balkan (Bure Baruta) (1998),Drama,135
2745,2831,2.6686746987951806,"Dog of Flanders, A (1999)",Drama,83
2746,2832,2.9838709677419355,"Lost Son, The (1999)",Drama,31
2747,2833,3.253012048192771,Lucie Aubrac (1997),Romance|War,166
2748,2834,3.3098958333333335,"Very Thought of You, The (1998)",Comedy|Romance,192
2749,2835,2.319956616052061,Chill Factor (1999),Action|Adventure|Comedy|Thriller,461
2750,2836,3.25748987854251,Outside Providence (1999),Comedy,1235
2751,2837,3.3125,Bedrooms & Hallways (1998),Comedy|Romance,192
2752,2838,2.8703703703703702,I Woke Up Early the Day I Died (1998),Comedy|Crime|Thriller,27
2753,2839,3.7346368715083798,West Beirut (West Beyrouth) (1998),Drama,179
2754,2840,3.014128887985363,Stigmata (1999),Drama|Thriller,4919
2755,2841,3.524381868131868,Stir of Echoes (1999),Horror|Mystery|Thriller,4368
2756,2842,3.198492462311558,Best Laid Plans (1999),Crime|Drama,398
2757,2843,4.026591760299626,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,1335
2758,2844,3.0753676470588234,"Minus Man, The (1999)",Drama|Mystery,544
2759,2845,2.4302325581395348,Whiteboyz (1999),Comedy|Drama,43
2760,2846,3.2351778656126484,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,1518
2761,2847,3.842541436464088,Only Angels Have Wings (1939),Adventure|Drama|Romance,362
